7:0.031726 33:0.035035 150:0.121412 252:0.030590 253:0.052527 349:0.037639 369:0.034723 384:0.030425 465:0.046867 531:0.044525 683:0.264872 722:0.030311 753:0.180876 754:0.226631 806:0.044032 816:0.067400 859:0.039161 910:0.161535 994:0.028973 1011:0.218999 1026:0.026589 1055:0.032226 1058:0.029537 1071:0.035271 1074:0.026721 1090:0.037789 1149:0.027759 1194:0.038825 1241:0.028409 1324:0.036494 1325:0.030098 1326:0.037920 1327:0.027029 1360:0.047174 1417:0.047219 1422:0.037994 1435:0.043126 1562:0.161698 1577:0.029688 1604:0.028096 1654:0.044232 1692:0.026317 1788:0.033899 1817:0.026250 1827:0.028305 1854:0.029527 1871:0.026233 1963:0.027756 1964:0.123273 1967:0.031898 1979:0.027090 2008:0.084401 2014:0.034530 2015:0.161191 2016:0.234170 2033:0.029531 2069:0.055220 2133:0.089703 2170:0.035830 2240:0.030193 2260:0.152843 2261:0.076729 2337:0.524148 2361:0.032796 2364:0.492177 2370:0.036209 2549:0.027696 2573:0.688558 2595:0.027441 2612:0.040823 2625:0.052457 2685:0.506019 2701:0.049313 2799:0.226449 2804:0.031844 2806:0.026430 2807:0.027203 2858:0.032170 2911:0.954116 2956:0.031485 3003:0.174303 3034:0.030799 3052:0.037049 3099:0.027798 3134:0.029362 3136:0.362527 3185:0.027804 3196:0.033127 3216:0.031925 3234:0.027125 3248:0.035323 3249:0.161698 3269:0.028651 3297:0.035597 3321:0.208167 3327:0.925250 3340:0.031357 3342:0.026829 3350:0.063874 3363:0.028176
10:0.027041 23:0.026942 30:0.040238 65:0.028900 79:0.028318 94:0.029194 98:0.027949 193:0.027274 203:0.202551 224:0.061624 284:0.029521 290:0.066001 341:0.067208 344:0.472179 359:0.039009 360:0.050465 362:0.031181 400:0.079377 423:0.026244 445:0.034438 483:0.537619 491:0.870991 492:0.143537 539:0.156339 676:0.026089 680:0.032416 873:0.031545 904:0.030775 913:0.035681 1130:0.029798 1131:0.031069 1194:0.027117 1258:0.026600 1297:0.089801 1304:0.029478 1318:0.546648 1323:0.026261 1449:0.050437 1531:0.035383 1624:0.032600 1627:0.890248 1742:0.027664 1746:0.036158 1761:0.026584 1780:0.026813 1786:0.030608 1841:0.026969 1881:0.026400 1884:0.059859 1912:0.028345 1967:0.064906 1971:0.026349 1975:0.030550 1976:0.096277 1977:0.030780 1986:0.028605 1993:0.037951 1994:0.029172 2032:0.029309 2227:0.028095 2271:0.032270 2294:0.037199 2296:0.038194 2317:0.025785 2496:0.031961 2625:0.026491 2639:0.031715 2654:0.032502 2656:0.028665 2657:0.049126 2661:0.027808 2685:0.099936 2716:0.027959 2746:0.033325 2787:0.059695 2788:0.030340 2789:0.033154 2790:0.035895 2792:0.270857 2797:0.259055 2851:0.094200 2972:0.026045 2996:0.027380 2998:0.026623 3074:0.026612 3079:0.027618 3118:0.038711 3125:0.026797 3128:0.166639 3137:0.025792 3143:0.035866 3168:0.027569 3225:0.026494 3286:0.032944 3321:0.245747 3327:0.262399 3371:0.280207 3372:0.030144 3373:0.033485 3374:0.053878
15:0.172944 49:0.024975 57:0.283549 58:0.258968 93:0.023227 135:0.027400 164:0.098654 211:0.025328 224:0.023306 228:0.027868 284:0.023417 290:0.035978 291:0.023387 293:0.024707 338:0.022765 369:0.029601 411:0.041876 463:0.036446 537:0.036772 542:0.230179 621:0.023451 642:0.277696 646:0.023870 653:0.025706 668:0.024586 671:0.027166 676:0.023051 678:0.023048 791:0.025650 826:0.187472 896:0.039914 901:0.022317 956:0.026092 980:0.031282 981:0.254319 1039:0.025074 1077:0.026548 1093:0.109169 1112:0.193594 1145:0.025693 1152:0.046964 1188:0.022288 1194:0.029277 1205:0.032807 1232:0.024532 1261:0.030067 1496:0.049011 1513:0.023085 1542:0.023370 1608:0.038186 1627:0.054854 1672:0.022017 1731:0.039828 1732:0.028267 1734:0.025211 1742:0.030468 1746:0.029662 1781:0.028769 1808:0.027937 1905:0.544065 1906:0.466389 1920:0.027639 1933:0.026194 1934:0.025124 1958:0.709941 1967:0.045876 1970:0.043676 2141:0.025052 2203:0.036233 2246:0.207077 2271:0.030371 2315:0.033931 2317:0.025024 2476:0.024378 2518:0.028067 2630:0.026544 2639:0.046652 2685:0.279718 2724:0.023351 2759:0.023144 2788:0.034922 2819:0.025112 2885:0.024372 2970:0.219535 2971:0.151291 2996:0.023815 3118:0.025625 3165:0.026293 3168:0.024061 3174:0.026256 3182:0.023690 3201:0.023282 3207:0.022756 3321:0.594734 3327:0.871161 3333:0.023421 3340:0.026756 3360:0.022327 3367:0.274796 3374:0.022654
59:0.032067 94:0.035481 98:0.031100 135:0.056827 162:0.035208 180:0.033776 212:0.031523 241:0.031974 269:0.031269 272:0.269581 284:0.040092 290:0.109529 291:0.031309 304:0.042387 341:0.085020 344:0.056699 354:0.164281 410:0.041766 438:0.084387 445:0.035096 491:0.495682 493:0.044096 569:0.244848 616:0.031359 655:0.037923 747:0.045885 800:0.035177 804:0.041722 873:0.075087 895:0.044961 896:0.668517 977:0.033576 1141:0.032754 1145:0.034064 1152:0.046832 1194:0.033762 1204:0.031416 1242:0.035043 1252:0.255856 1269:0.037091 1297:0.031898 1313:0.054765 1318:0.031334 1338:0.032073 1339:0.036701 1437:0.031770 1445:0.033152 1449:0.034126 1455:0.033747 1503:0.086671 1504:0.543205 1535:0.032155 1609:0.031023 1625:0.032559 1627:0.147677 1674:0.036576 1698:0.033386 1770:0.035355 1781:0.035302 1852:0.184809 1912:0.031569 1927:0.229476 1937:0.033554 1976:0.050710 2057:0.069714 2058:0.117068 2090:0.031832 2142:0.032451 2250:0.031140 2386:0.098945 2417:0.964260 2421:0.061578 2444:0.266072 2447:0.924627 2448:0.031284 2506:0.034540 2507:0.749382 2587:0.219145 2609:0.245651 2628:0.032843 2630:0.034388 2685:0.074659 2710:0.096709 2714:0.039424 2724:0.032621 2785:0.071063 2898:0.062917 2901:0.270089 2909:0.031454 2910:0.287519 2954:0.032817 3096:0.161293 3102:0.048891 3123:0.037779 3212:0.034350 3321:0.073784 3327:0.984440 3358:0.043247 3371:0.036942 3372:0.047196
19:0.228491 29:0.027156 30:0.041015 59:0.026172 65:0.342873 87:0.176029 97:0.026849 118:0.210743 132:0.024567 215:0.042588 290:0.038841 291:0.459293 316:0.145018 345:0.031943 361:0.025606 402:0.031325 404:0.026314 418:0.025255 477:0.025043 505:0.424475 537:0.033300 621:0.024973 702:0.024621 711:0.026274 712:0.038633 714:0.027666 715:0.024766 731:0.024894 818:0.028031 896:0.027391 969:0.034231 1023:0.033816 1152:0.105224 1179:0.492037 1180:0.314609 1181:0.385981 1205:0.226858 1285:0.025832 1437:0.027065 1458:0.032595 1557:0.024470 1581:0.026315 1594:0.355537 1666:0.029834 1694:0.029608 1746:0.030637 1755:0.026997 1773:0.722059 1779:0.027108 1781:0.040030 1789:0.028178 1806:0.031086 1841:0.026764 1921:0.025757 1922:0.325129 2033:0.271989 2064:0.029274 2069:0.031416 2127:0.026827 2145:0.394866 2160:0.037227 2181:0.027491 2266:0.025327 2279:0.026597 2284:0.028992 2424:0.317724 2428:0.058349 2430:0.029252 2431:0.026832 2449:0.028690 2578:0.025237 2598:0.028813 2600:0.031279 2608:0.024930 2609:0.744294 2639:0.028223 2654:0.116803 2684:0.025292 2685:0.041778 2694:0.028995 2710:0.074418 2716:0.027118 2785:0.028706 2788:0.151033 2821:0.260473 2876:0.025365 2882:0.028900 2906:0.025623 2909:0.053371 3075:0.027547 3085:0.043931 3096:0.037527 3126:0.024647 3266:0.024790 3279:0.026960 3298:0.031006 3318:0.030015 3321:0.757035 3327:0.987626 3340:0.035322
65:0.022769 79:0.024504 193:0.031852 235:0.024843 290:0.022838 291:0.208655 299:0.024264 302:0.027102 341:0.045021 344:0.041590 359:0.195354 423:0.028155 445:0.025348 477:0.022311 479:0.023180 483:0.610095 491:0.815812 505:0.282510 516:0.025498 539:0.023488 563:0.032023 630:0.028478 640:0.024362 680:0.025449 797:0.025942 870:0.022900 896:0.025122 1130:0.024740 1131:0.024063 1152:0.029443 1243:0.103602 1269:0.022746 1297:0.046572 1304:0.027363 1318:0.470829 1365:0.031503 1366:0.133277 1423:0.026514 1581:0.022404 1594:0.025908 1627:0.192310 1666:0.025967 1758:0.209947 1761:0.023471 1773:0.383194 1806:0.028619 1877:0.025683 1945:0.024471 1949:0.024505 1975:0.028679 1976:0.671529 1977:0.026365 1982:0.022293 2000:0.026084 2064:0.044213 2069:0.027674 2145:0.028381 2239:0.029259 2266:0.216267 2270:0.024571 2294:0.384483 2296:0.033764 2315:0.242222 2417:0.076389 2427:0.022288 2447:0.026584 2483:0.023954 2493:0.024607 2494:0.022992 2609:0.528239 2637:0.022444 2649:0.026878 2654:0.465967 2656:0.025410 2674:0.022940 2685:0.033962 2710:0.040434 2787:0.043142 2788:0.035558 2792:0.027965 2797:0.490028 2821:0.024780 2849:0.025977 2851:0.029876 2978:0.037369 2981:0.028108 3000:0.029893 3015:0.022549 3048:0.026451 3123:0.026313 3125:0.026281 3143:0.024158 3164:0.023475 3252:0.022409 3310:0.034154 3321:0.143502 3327:0.991358 3371:0.040008 3372:0.029463 3373:0.399519
30:0.035424 58:0.029231 59:0.021654 65:0.022428 133:0.021734 146:0.023613 162:0.021261 235:0.054671 236:0.057369 269:0.034426 284:0.025044 290:0.046661 291:0.036653 299:0.027397 302:0.023316 362:0.031151 489:0.021530 582:0.364403 583:0.238773 594:0.025867 618:0.022379 735:0.021265 736:0.042724 737:0.037496 818:0.027185 826:0.214698 859:0.056187 862:0.021053 865:0.021736 891:0.030256 896:0.044382 899:0.023008 969:0.020742 1077:0.029990 1090:0.160111 1188:0.021179 1219:0.058530 1221:0.022257 1258:0.021445 1301:0.022224 1330:0.318187 1335:0.025206 1383:0.023163 1413:0.022548 1417:0.022557 1437:0.025167 1449:0.022847 1531:0.039290 1563:0.024428 1619:0.023030 1633:0.021899 1705:0.023293 1714:0.020770 1742:0.022196 1746:0.021567 1758:0.061726 1839:0.054478 1841:0.056896 1842:0.039345 1912:0.022672 1967:0.039015 1970:0.032727 2036:0.030582 2053:0.117979 2054:0.040488 2069:0.022845 2103:0.020955 2112:0.036266 2187:0.050064 2315:0.028772 2625:0.021616 2685:0.068481 2710:0.033466 2760:0.022880 2769:0.270997 2840:0.027826 2842:0.035578 2864:0.029103 2911:0.020912 3048:0.024185 3072:0.027865 3079:0.021503 3114:0.039730 3117:0.022596 3119:0.120947 3121:0.021863 3137:0.024414 3174:0.023337 3187:0.087595 3253:0.032050 3259:0.020768 3269:0.021060 3315:0.026158 3321:0.249313 3322:0.024420 3327:0.967407 3333:0.026494 3337:0.024706 3369:0.022489 3374:0.021595
22:0.029615 24:0.022976 58:0.022966 68:0.023823 78:0.026735 145:0.039449 268:0.026082 290:0.035224 333:0.024273 334:0.026046 355:0.024115 381:0.022943 602:0.041237 629:0.024695 665:0.023733 707:0.025932 719:0.025800 777:0.023816 896:0.023381 970:0.034197 994:0.350827 1037:0.043420 1066:0.027758 1069:0.023609 1122:0.023585 1136:0.022844 1175:0.281292 1241:0.024587 1257:0.037337 1342:0.026203 1391:0.024845 1392:0.249104 1481:0.040212 1531:0.031190 1547:0.029502 1560:0.057662 1563:0.026642 1578:0.026116 1658:0.025020 1683:0.122011 1696:0.028564 1786:0.046412 1824:0.023734 1854:0.026691 1914:0.087251 1915:0.025039 1943:0.028858 1963:0.025244 2026:0.023065 2071:0.027463 2073:0.046946 2075:0.026999 2131:0.150285 2158:0.057133 2260:0.028913 2261:0.033293 2284:0.022998 2289:0.029298 2328:0.023024 2449:0.425377 2475:0.023609 2502:0.028088 2578:0.029807 2592:0.030852 2675:0.081549 2685:0.453651 2710:0.044768 2721:0.024266 2804:0.030665 2818:0.028559 2832:0.024198 2843:0.028127 2857:0.023234 2893:0.026301 2936:0.032008 2959:0.310440 2960:0.331374 3043:0.029033 3060:0.034840 3065:0.033989 3068:0.024597 3070:0.305908 3071:0.033787 3114:0.029350 3134:0.028740 3200:0.114607 3223:0.152863 3226:0.114568 3229:0.022866 3279:0.027146 3283:0.029487 3297:0.387850 3301:0.025018 3318:0.035204 3321:0.103774 3324:0.023142 3327:0.856323 3342:0.027417 3352:0.031974 3366:0.023256
10:0.027960 38:0.029030 39:0.025885 57:0.198867 59:0.025162 83:0.082578 93:0.033061 158:0.146286 187:0.028139 203:0.035409 231:0.079270 235:0.032894 269:0.028712 273:0.086728 284:0.112197 302:0.027429 336:0.049602 338:0.025969 362:0.042860 375:0.064206 376:0.252775 456:0.031032 534:0.030825 537:0.028222 539:0.027536 540:0.151049 561:0.084307 562:0.025070 596:0.033843 647:0.034622 668:0.025331 755:0.032677 782:0.112648 806:0.026236 826:0.034097 856:0.033122 859:0.027488 861:0.027174 896:0.027851 969:0.025419 1026:0.183842 1090:0.033351 1152:0.029866 1188:0.025835 1194:0.025251 1209:0.119163 1214:0.025795 1347:0.026782 1437:0.028284 1445:0.027068 1449:0.189939 1461:0.027435 1467:0.033160 1469:0.177827 1477:0.026168 1518:0.025379 1557:0.042102 1693:0.027162 1694:0.204947 1733:0.025672 1755:0.028869 1778:0.116971 1833:0.025292 1993:0.025447 2047:0.249823 2065:0.027155 2090:0.055256 2103:0.026223 2115:0.101598 2190:0.028914 2203:0.999993 2206:0.026689 2267:0.026945 2281:0.029715 2315:0.032190 2337:0.168625 2375:0.027292 2419:0.025424 2507:0.165685 2639:0.027121 2661:0.077308 2676:0.031143 2685:0.101264 2740:0.115399 2797:0.029332 2954:0.026232 2955:0.028557 3028:0.026796 3073:0.028064 3079:0.027794 3185:0.025756 3221:0.025190 3253:0.041045 3261:0.093526 3298:0.032888 3321:0.491716 3327:0.565152 3333:0.108112 3337:0.027413 3374:0.027251
19:0.026953 65:0.034106 86:0.030790 168:0.026565 199:0.027263 204:0.027037 245:0.027909 291:0.029024 338:0.025934 368:0.029039 369:0.027323 411:0.031057 456:0.027754 463:0.030618 466:0.085839 468:0.027295 477:0.050461 489:0.027398 575:0.031966 702:0.034129 725:0.261831 856:0.034171 896:0.035470 956:0.025418 969:0.035702 987:0.045073 1038:0.026954 1044:0.037152 1045:0.028036 1049:0.035719 1050:0.033114 1077:0.032069 1105:0.026544 1119:0.027483 1152:0.281314 1153:0.025268 1185:0.034780 1194:0.028632 1258:0.025232 1347:0.028729 1383:0.026243 1445:0.031428 1449:0.027620 1481:0.032681 1593:0.057583 1594:0.271752 1597:0.041498 1627:0.028780 1694:0.035197 1697:0.035904 1705:0.033778 1725:0.029589 1726:0.025620 1742:0.028287 1786:0.028660 1826:0.031404 1884:0.026804 1949:0.063025 2033:0.036908 2089:0.035018 2095:0.476856 2098:0.071692 2106:0.028081 2107:0.035746 2167:0.026464 2279:0.030079 2302:0.221550 2317:0.030449 2376:0.026512 2424:0.026834 2428:0.039746 2604:0.030933 2607:0.029373 2609:0.276734 2610:0.046296 2639:0.029262 2685:0.466991 2710:0.581690 2716:0.281034 2783:0.026168 2785:0.282155 2887:0.028366 2891:0.025274 2988:0.029197 3011:0.025407 3031:0.031194 3097:0.594916 3099:0.034585 3118:0.030134 3169:0.027303 3207:0.028729 3215:0.233206 3217:0.025770 3221:0.030282 3321:0.721969 3327:0.953043 3333:0.034535 3340:0.025676 3368:0.030843 3369:0.027451
7:0.031839 11:0.027961 19:0.025646 22:0.024274 57:0.032265 58:0.048697 268:0.034709 290:0.030271 346:0.025836 356:0.023981 362:0.033608 374:0.125996 472:0.026927 474:0.354097 475:0.038603 476:0.061715 537:0.024784 574:0.024716 618:0.027910 619:0.024194 636:0.038717 643:0.027269 676:0.034217 683:0.026273 802:0.048252 826:0.029787 854:0.024747 856:0.029904 969:0.026515 991:0.029864 1091:0.027179 1107:0.028017 1141:0.039314 1186:0.039755 1187:0.025713 1350:0.032752 1437:0.031565 1449:0.024025 1461:0.319151 1464:0.034734 1465:0.028620 1467:0.918707 1469:0.479638 1523:0.036498 1557:0.026776 1580:0.024471 1584:0.033592 1594:0.157342 1627:0.036928 1636:0.025436 1658:0.027590 1697:0.024341 1710:0.027681 1778:0.035219 1781:0.049000 1786:0.028149 1827:0.024693 1849:0.031502 1863:0.045917 1884:0.027462 1967:0.051780 2257:0.027335 2271:0.302753 2278:0.509430 2325:0.027235 2327:0.031336 2366:0.026009 2384:0.027147 2401:0.028663 2435:0.024550 2486:0.024626 2499:0.025798 2578:0.026094 2685:0.037203 2701:0.029796 2714:0.027326 2719:0.025186 2756:0.028567 2855:0.025741 2868:0.023950 2951:0.336401 2996:0.035455 3065:0.274693 3075:0.027813 3079:0.024418 3099:0.231764 3151:0.024771 3154:0.030251 3207:0.024314 3253:0.026843 3254:0.034291 3256:0.052139 3262:0.024253 3318:0.032854 3319:0.634505 3327:0.351823 3354:0.024857 3374:0.025987 3382:0.024138 3398:0.024508
7:0.022725 39:0.021707 59:0.026339 70:0.023159 228:0.021849 253:0.021906 269:0.022328 360:0.023863 362:0.063221 463:0.023291 490:0.024316 492:0.021963 635:0.023212 666:0.024658 769:0.032352 777:0.022321 826:0.045692 896:0.064179 904:0.024091 913:0.032171 953:0.022792 966:0.022639 969:0.023628 991:0.022365 994:0.029573 1090:0.021643 1188:0.022777 1214:0.022320 1360:0.021744 1383:0.023675 1437:0.024043 1449:0.109466 1451:0.030174 1461:0.034136 1467:0.375313 1469:0.025666 1477:0.022164 1578:0.024189 1627:0.125874 1666:0.026613 1689:0.025424 1691:0.021633 1693:0.024428 1694:0.032746 1721:0.025399 1755:0.023338 1773:0.073197 1781:0.081584 1858:0.023729 1884:0.035843 1898:0.022795 1913:0.023972 1986:0.022383 2012:0.037023 2119:0.029139 2157:0.103450 2267:0.025080 2291:0.023321 2315:0.028812 2327:0.023468 2384:0.023289 2418:0.022975 2424:0.024777 2447:0.030291 2503:0.023048 2578:0.022582 2609:0.030680 2685:0.617656 2687:0.163433 2710:0.072800 2714:0.022143 2750:0.203901 2766:0.024444 2775:0.024318 2787:0.419194 2788:0.102929 2797:0.632299 2851:0.066019 2859:0.025424 2898:0.030002 2909:0.066975 2927:0.025407 2943:0.022884 2996:0.023456 2998:0.023254 3026:0.024431 3035:0.023655 3060:0.031243 3065:0.117845 3073:0.025709 3099:0.027474 3118:0.023569 3124:0.027713 3164:0.166772 3172:0.023943 3236:0.027713 3321:0.731953 3327:0.424821 3340:0.022632 3373:0.027609
15:0.040561 23:0.177450 107:0.158643 116:0.037421 118:0.050784 176:0.100738 190:0.457872 191:0.043098 218:0.052027 275:0.033504 284:0.039177 290:0.139433 294:0.031440 295:0.045177 347:0.232091 547:0.034791 576:0.033010 604:0.227892 620:0.228286 696:0.033539 704:0.043948 725:0.035497 758:0.031493 759:0.523147 766:0.085530 767:0.481588 768:0.350438 769:0.656911 771:0.052633 772:0.047776 773:0.221725 777:0.266638 778:0.115544 780:0.152141 787:0.034232 788:0.036583 826:0.030405 872:0.032614 883:0.546479 1152:0.085458 1177:0.298058 1291:0.034262 1292:0.030195 1336:0.033894 1441:0.033992 1483:0.038072 1693:0.031543 1781:0.039113 1791:0.034958 1827:0.032581 1922:0.044856 1987:0.059115 2010:0.032575 2012:0.034944 2071:0.512953 2073:0.541250 2075:0.039115 2114:0.042014 2153:0.032525 2347:0.037424 2370:0.032916 2388:0.048577 2407:0.033222 2417:0.054175 2438:0.031248 2447:0.326041 2462:0.455686 2516:0.032669 2545:0.033108 2546:0.033865 2555:0.033373 2568:0.030670 2573:0.355731 2586:0.030840 2639:0.031792 2649:0.067640 2661:0.032451 2668:0.030118 2669:0.031590 2686:0.044946 2710:0.907345 2716:0.043992 2774:0.031435 2788:1.000000 2791:0.040848 2869:0.032434 2990:0.031276 3036:0.288567 3051:0.037276 3065:0.053659 3096:0.783540 3105:0.031987 3114:0.031092 3118:0.036628 3128:0.033052 3180:0.030485 3321:0.295175 3327:0.959842 3363:0.043469 3369:0.037121
7:0.051255 23:0.025653 30:0.060291 57:0.031404 58:0.032716 59:0.030735 65:0.033536 204:0.034902 216:0.027879 228:0.025839 268:0.072419 291:0.070037 338:0.028992 400:0.025959 489:0.029879 510:0.142421 512:0.267031 531:0.026487 584:0.027256 678:0.027831 749:0.027948 806:0.025094 824:0.027937 825:0.087195 826:0.025601 841:0.027512 861:0.027723 890:0.032095 896:0.035339 946:0.030728 956:0.025282 994:0.044532 1025:0.045014 1101:0.101768 1128:0.029205 1152:0.051294 1158:0.027306 1301:0.046761 1303:0.028156 1354:0.032129 1376:0.997791 1413:0.030400 1423:0.028039 1437:0.030707 1598:0.025991 1606:0.034914 1693:0.030489 1694:0.026061 1697:0.024997 1714:0.033778 1723:0.101552 1731:0.026777 1742:0.065457 1746:0.032646 1758:0.033416 1786:0.028759 1810:0.165974 1830:0.190191 1841:0.024914 1859:0.028907 1893:0.055474 1909:0.031591 1920:0.024909 1967:0.033953 1993:0.027230 2069:0.030329 2267:0.026031 2271:0.038303 2303:0.061728 2315:0.034891 2317:0.029445 2384:0.031296 2625:0.028841 2661:0.026434 2671:0.057699 2672:0.115401 2684:0.026074 2685:0.096968 2714:0.026037 2716:0.038672 2746:0.088575 2788:0.045354 2946:0.040128 3000:0.039745 3056:0.031921 3118:0.038407 3159:0.025081 3168:0.029985 3174:0.063186 3207:0.027235 3217:0.025427 3225:0.137588 3244:0.029007 3245:0.035286 3259:0.025828 3321:0.697501 3327:0.953906 3333:0.029212 3369:0.025188 3374:0.027960
15:0.173462 101:0.149464 111:0.017789 162:0.019778 241:0.023505 284:0.029669 299:0.020743 302:0.019182 318:0.017936 374:0.134396 399:0.018372 400:0.019775 475:0.027706 476:0.018346 539:0.018152 636:0.436348 642:0.018740 645:0.157440 690:0.017610 711:0.154482 712:0.156526 745:0.019434 759:0.172875 769:0.018536 841:0.019728 852:0.018351 859:0.017597 861:0.025922 862:0.018210 894:0.018328 897:0.017566 970:0.018541 994:0.024627 1301:0.018053 1377:0.019279 1379:0.018392 1391:0.018884 1423:0.017908 1461:0.416686 1463:0.165662 1464:0.019275 1465:0.025242 1467:0.457712 1477:0.018660 1498:0.025714 1503:0.222157 1530:0.018222 1658:0.021124 1674:0.018416 1705:0.018921 1714:0.019389 1758:0.030872 1841:0.022127 1843:0.017700 1857:0.018833 1987:0.197484 2064:0.019343 2069:0.019024 2071:0.255522 2073:0.379990 2075:0.023687 2112:0.219835 2114:0.229369 2165:0.018547 2227:0.018957 2417:0.029519 2447:0.316056 2507:0.028384 2520:0.017564 2529:0.017581 2573:0.028447 2578:0.017678 2609:0.020870 2637:0.029138 2750:0.018615 2760:0.018568 2818:0.018400 2832:0.017859 2861:0.020993 2911:0.022172 2950:0.028859 2951:0.021293 2984:0.307427 3000:0.020184 3017:0.018042 3048:0.018907 3065:0.018787 3096:0.307476 3136:0.023851 3150:0.018746 3184:0.020971 3206:0.017547 3225:0.017602 3259:0.019733 3269:0.017926 3271:0.175729 3312:0.020916 3327:0.984384 3354:0.023461 3373:0.018796
30:0.214804 36:0.290453 47:0.083714 49:0.176553 51:0.094778 59:0.026110 66:0.194817 238:0.041064 290:0.039483 291:0.031659 305:0.025262 333:0.026006 336:0.541506 348:0.030411 366:0.231161 375:0.027692 461:0.215204 462:0.181464 463:0.025562 537:0.037454 584:0.247042 707:0.024919 744:0.027685 749:0.037079 814:0.049764 831:0.031113 832:0.597050 860:0.040542 865:0.027316 896:0.029625 1026:0.397320 1062:0.036516 1063:0.027358 1090:0.038969 1091:0.025007 1104:0.034074 1141:0.032075 1194:0.032542 1324:0.210607 1327:0.029302 1342:0.026665 1445:0.027274 1477:0.040532 1627:0.510653 1693:0.025674 1700:0.025281 1733:0.027970 1755:0.030364 1771:0.034158 1781:0.027647 1787:0.400404 1802:0.028642 1810:0.032308 1847:0.026573 1912:0.095375 1913:0.036794 1920:0.025618 1928:0.050926 2060:0.025866 2090:0.102065 2115:0.027234 2190:0.040136 2203:0.855384 2206:0.028894 2207:0.025207 2230:0.026019 2260:0.030095 2261:0.028451 2271:0.033225 2317:0.026370 2337:0.031094 2372:0.586343 2491:0.032126 2492:0.028407 2507:0.035557 2513:0.027153 2549:0.025510 2573:0.030600 2685:0.043604 2733:0.027472 2814:0.026761 2818:0.025874 2843:0.040107 2857:0.033416 2911:0.034528 2996:0.266066 3038:0.293377 3060:0.027300 3065:0.036157 3075:0.028927 3079:0.025698 3136:0.040533 3144:0.026090 3184:0.033353 3229:0.030281 3253:0.036880 3262:0.024844 3321:0.143278 3327:0.370449 3350:0.024730
59:0.062734 93:0.035416 224:0.034719 226:0.038316 260:0.048501 264:0.038234 268:0.072103 290:0.031962 339:0.031877 419:0.090475 463:0.031187 531:0.038698 556:0.036542 649:0.034036 650:0.070601 666:0.054791 668:0.046019 791:0.047119 806:0.034307 892:0.044395 949:0.044325 954:0.031122 981:0.035624 1021:0.036542 1029:0.035321 1152:0.034826 1194:0.042263 1214:0.032863 1258:0.033446 1417:0.032249 1496:0.041208 1516:0.032863 1550:0.038828 1603:0.049451 1608:0.042824 1624:0.058711 1627:0.933024 1634:0.038996 1642:0.055986 1654:0.031514 1655:0.037627 1726:0.031405 1742:0.043900 1808:0.045400 1809:0.041709 1818:0.060785 1825:0.855448 1836:0.038780 1850:0.067976 1851:0.248264 1852:0.158405 1855:0.032919 1862:0.390559 1867:0.030924 1884:0.032879 1902:0.040072 1913:0.042098 1994:0.033385 2099:0.040967 2135:0.032518 2137:0.045909 2214:0.038032 2244:0.032191 2250:0.039063 2273:0.041417 2305:0.047021 2315:0.049156 2317:0.036635 2325:0.033269 2476:0.043921 2504:0.031159 2505:0.033476 2507:0.060924 2518:0.040106 2578:0.153738 2611:0.032377 2625:0.045619 2631:0.037040 2649:0.141440 2685:0.132648 2696:0.912109 2699:0.070604 2716:0.036680 2746:0.032016 2785:0.031533 2819:0.044033 3075:0.030846 3115:0.047186 3168:0.099433 3221:0.061351 3222:0.033671 3225:0.032142 3260:0.032632 3286:0.034341 3321:0.207908 3327:0.954999 3340:0.032508 3359:0.113248 3367:0.064671 3377:0.034042
10:0.022972 58:0.023804 65:0.022357 70:0.020578 146:0.023418 162:0.020810 204:0.027758 284:0.418361 290:0.032829 291:0.028379 299:0.036429 300:0.336969 301:0.029358 302:0.021226 362:0.029422 369:0.020712 456:0.023108 458:0.022628 463:0.023782 483:0.039441 489:0.023019 491:0.076217 537:0.033419 539:0.024614 565:0.053212 618:0.020867 621:0.020589 640:0.020790 668:0.026603 678:0.023419 806:0.023100 818:0.026048 859:0.023498 861:0.021206 865:0.022681 896:0.022124 899:0.022285 969:0.023925 1077:0.023969 1188:0.022788 1194:0.020812 1205:0.022696 1258:0.022634 1273:0.021405 1330:0.022407 1377:0.023566 1379:0.022519 1437:0.301943 1627:0.040137 1693:0.021390 1694:0.034921 1697:0.021448 1705:0.022301 1707:0.028986 1708:0.170731 1714:0.022196 1726:0.021065 1746:0.026842 1758:0.032994 1839:0.023805 1859:0.023416 1905:0.024624 1912:0.021049 1913:0.023221 1981:0.022250 1994:0.028270 2000:0.020827 2020:0.021921 2032:0.024432 2062:0.023567 2085:0.041780 2090:0.022790 2203:0.028354 2272:0.114801 2281:0.022677 2294:0.023417 2317:0.022550 2384:0.029897 2417:0.443127 2447:0.021822 2625:0.023288 2639:0.022268 2685:0.032310 2710:0.032312 2716:0.027331 2773:0.021448 2928:0.031638 2979:0.022149 3000:0.023345 3079:0.021950 3116:0.020565 3118:0.022633 3123:0.041091 3168:0.021158 3221:0.020856 3312:0.021103 3321:0.098901 3327:0.954132 3369:0.023676 3374:0.021961
